16.319368,7.91719,-3.8629844,-6.9076223,-10.018062,0.94395876,4.7945266,-7.8388085,-10.112945,-15.365156,-10.6783495,-7.978733,-8.1038475,-8.990172,-10.457515,-14.616044,-8.053366,-12.138449,-13.318907,0.0,0.9999598,1.0009621e-05,9.999521e-06,9.9994995e-06,1.0072896e-05,0.99621564,0.0036593028,1.0422977e-05,9.9995e-06,0.000104684696,0.0,0.0
20.390478,4.8288965,-5.556873,-9.397704,-12.086393,0.53316164,8.325266,-8.165906,-10.88788,-19.983454,-11.340178,-8.037678,-9.663528,-9.248824,-11.624542,-16.519007,-10.154603,-15.046521,-16.773563,0.0,0.9999585,1.0004085e-05,1.0003553e-05,9.9994995e-06,1.1467262e-05,0.99995923,1.000075e-05,9.999597e-06,9.9994995e-06,1.0742281e-05,0.0,0.0
12.081444,3.8942418,-4.257631,-6.778933,-8.32016,2.805508,4.9356933,-6.3721037,-7.882932,-13.866873,-8.07863,-6.8167124,-6.18742,-6.9226575,-7.526158,-10.891316,-7.7767754,-10.715813,-11.819232,0.0,0.9980413,9.531321e-05,1.1128753e-05,9.9994995e-06,0.0018423147,0.997138,3.3404533e-05,1.0101166e-05,9.9994995e-06,0.0028084095,0.0,0.0
14.576896,4.7212944,-4.3986263,-7.497912,-9.444114,0.9436902,5.7409325,-6.552412,-8.00934,-15.749839,-8.705762,-7.033312,-7.0819635,-6.963232,-8.856639,-12.561015,-8.268172,-11.553765,-12.563714,0.0,0.9999306,1.3547315e-05,1.18124835e-05,9.9994995e-06,3.397183e-05,0.999954,1.1945828e-05,1.0005967e-05,9.9994995e-06,1.407121e-05,0.0,0.0
14.850673,6.2266726,-4.5419874,-7.9872413,-10.175216,1.6246498,4.8236556,-7.33978,-8.780201,-16.58977,-9.38418,-8.278833,-7.4854927,-7.449456,-9.339831,-13.248034,-8.9753,-12.328801,-13.244912,0.0,0.99958575,0.00033973288,1.384049e-05,9.9994995e-06,5.0637016e-05,0.9999598,1.0019898e-05,1.0000121e-05,9.9994995e-06,1.0154733e-05,0.0,0.0
15.381847,9.792454,-3.2910192,-6.2373233,-9.644681,-0.85713893,3.793559,-7.9359875,-9.744188,-13.747705,-10.404851,-7.5297103,-8.812424,-8.698104,-10.603869,-14.263817,-7.174531,-10.973403,-11.863542,0.0,0.99995995,1.0014516e-05,9.999585e-06,9.9994995e-06,1.0001245e-05,0.99786913,0.0009653809,1.79253e-05,9.9995e-06,0.0011375867,0.0,0.0
8.703471,8.179978,-2.7866015,-4.093425,-6.689214,0.2687902,3.4540045,-6.3178945,-7.6540422,-9.567627,-7.5709205,-5.575952,-6.7064753,-6.8491955,-7.258557,-9.654508,-4.9420724,-7.8371387,-8.07755,0.0,0.99991775,1.6385664e-05,1.0047672e-05,9.999501e-06,4.5938585e-05,0.6008167,0.048909236,0.013013619,1.007194e-05,0.33725032,0.0,0.0
13.629118,7.36509,-3.7461858,-5.8758245,-8.711063,1.4468873,5.1341844,-7.3539295,-9.356898,-13.221486,-9.466714,-6.801354,-7.802047,-8.640173,-9.1379595,-12.20241,-6.792281,-10.362152,-11.708186,0.0,0.99992454,1.0038447e-05,9.999818e-06,9.9994995e-06,4.542732e-05,0.99692035,0.0017549531,8.449428e-05,9.9994995e-06,0.00123015,0.0,0.0
13.585801,6.073278,-4.31967,-7.659784,-9.665341,1.1508071,4.715139,-6.8986273,-7.939759,-15.765212,-8.704037,-7.696569,-7.200702,-6.7000084,-9.006033,-12.475305,-8.611143,-11.4065485,-12.042126,0.0,0.99902797,7.253994e-05,3.0298139e-05,9.9994995e-06,0.0008592258,0.99995995,1.0010909e-05,1.0000294e-05,9.9995e-06,1.0070932e-05,0.0,0.0
14.641217,6.0974374,-5.0666924,-8.567193,-10.684448,2.4258075,5.5558343,-7.9614697,-9.361209,-17.506742,-9.679919,-8.69201,-7.522089,-7.681772,-9.5384655,-13.607926,-9.78452,-13.297641,-14.069486,0.0,0.9998239,8.683998e-05,1.0819342e-05,9.9994995e-06,6.8318346e-05,0.9998392,1.0061883e-05,1.0000361e-05,9.9995e-06,0.00013076488,0.0,0.0
